habitaciones;baños;parqueaderos;area_construida;area_privada;estrato;estado;antiguedad;administracion;precio_m2;Ascensor;Circuito cerrado de TV;Parqueadero Visitantes;Portería / Recepción;Zonas Verdes;Salón Comunal;Balcón;Barra estilo americano;Calentador;Chimenea;Citófono;Cocina Integral;Terraza;Vigilancia;Parques cercanos;Estudio;Patio;Depósito / Bodega;nombre;ubicacion;precio
2;3;2;147 m²;147 m²;6;No definida;1 a 8 años;$ 850.000 COP;$ 10.204.081,63*m²;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Chicó;1500000000
3;3;2;124 m²;124 m²;6;Bueno;16 a 30 años;$ 874.500 COP;$ 6.411.290,32*m²;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Chicó Navarra;795000000
3;3;2;123 m²;118 m²;6;No definida;9 a 15 años;$ 1.030.000 COP;$ 7.560.975,61*m²;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Santa Paula;930000000
3;2;1;79 m²;69 m²;3;No definida;16 a 30 años;$ 91.000 COP;$ 3.101.265,82*m²;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;El rubi;245000000
3;4;4;212 m²;212 m²;6;No definida;1 a 8 años;$ 1.150.000 COP;$ 5.566.037,74*m²;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Suba;1180000000
3;3;2;96 m²;96 m²;5;No definida;9 a 15 años;$ 563.000 COP;$ 5.625.000*m²;1;0;1;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;Apartamento;Usaquén;540000000
4;4;2;131 m²;131 m²;5;Excelente;9 a 15 años;$ 473.800 COP;$ 4.732.824,43*m²;1;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Centro Comercial Parque La Colina;620000000
2;2;0;79 m²;0 m²;4;No definida;más de 30 años;No definida;$ 5.063.291,14*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Marly;400000000
2;3;1;76 m²;76 m²;4;Excelente;1 a 8 años;$ 276.000 COP;$ 5.236.842,11*m²;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;Apartamento;Belmira;398000000
3;3;1;113 m²;113 m²;4;No definida;16 a 30 años;$ 350.000 COP;$ 5.486.725,66*m²;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;1;1;0;Casa;Ferrocaja fontibon;620000000
4;4;3;240 m²;140 m²;5;No definida;más de 30 años;No definida;$ 4.583.333,33*m²;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Casa;Cedritos;1100000000
3;1;0;78 m²;78 m²;5;Bueno;1 a 8 años;No definida;$ 3.846.153,85*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Universidad;300000000
5;2;0;144 m²;144 m²;2;No definida;No definida;No definida;$ 2.083.333,33*m²;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;Casa;Libertador;300000000
1;2;1;41 m²;41 m²;4;No definida;1 a 8 años;$ 278.000 COP;$ 8.902.439,02*m²;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Centro Internacional;365000000
5;2;1;120 m²;0 m²;4;No definida;16 a 30 años;$ 600.000 COP;$ 3.833.333,33*m²;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;Apartamento;Quinta Paredes;460000000
2;1;0;67 m²;67 m²;2;No definida;No definida;No definida;$ 2.313.432,84*m²;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;Casa;Bosa La Paz;155000000
3;2;1;82 m²;81 m²;4;No definida;16 a 30 años;$ 350.000 COP;$ 8.414.634,15*m²;1;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Ciudad universitaria;690000000
2;2;1;86 m²;86 m²;5;No definida;más de 30 años;$ 545.000 COP;$ 5.232.558,14*m²;1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;Apartamento;Santa Bárbara;450000000
3;3;1;200 m²;200 m²;4;No definida;más de 30 años;No definida;$ 3.750.000*m²;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;Casa;Normandía;750000000
2;2;0;56 m²;56 m²;2;Bueno;9 a 15 años;No definida;$ 2.857.142,86*m²;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Tierra Buena;160000000
2;2;2;81 m²;81 m²;6;Bueno;9 a 15 años;$ 902.000 COP;$ 7.098.765,43*m²;1;0;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Santa Paula;575000000
2;3;2;90 m²;0 m²;6;No definida;1 a 8 años;$ 560.000 COP;$ 9.111.111,11*m²;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Santa Bibiana;820000000
2;1;1;52 m²;52 m²;5;No definida;más de 30 años;$ 508.000 COP;$ 5.192.307,69*m²;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Nuevo Country;270000000
2;1;0;39 m²;0 m²;3;No definida;1 a 8 años;$ 108.000 COP;$ 4.358.974,36*m²;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;Apartamento;Kennedy;170000000
3;2;1;52 m²;52 m²;4;Bueno;1 a 8 años;$ 260.000 COP;$ 6.153.846,15*m²;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Castilla;320000000
3;2;2;110 m²;110 m²;4;No definida;No definida;$ 463.000 COP;$ 4.681.818,18*m²;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;Apartamento;Pradera Norte;515000000
3;2;1;82 m²;82 m²;3;Bueno;16 a 30 años;$ 191.000 COP;$ 4.000.000*m²;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Bolivia;328000000
3;2;0;58 m²;58 m²;2;No definida;No definida;$ 58.000 COP;$ 3.017.241,38*m²;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Casa;Kennedy;175000000
3;3;2;150 m²;150 m²;6;No definida;más de 30 años;$ 1.080.700 COP;$ 9.000.000*m²;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Chapinero;1350000000
3;2;1;50 m²;50 m²;3;Bueno;16 a 30 años;$ 142.000 COP;$ 3.760.000*m²;0;1;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;Apartamento;Britalia Norte;188000000
3;2;0;50 m²;0 m²;3;No definida;No definida;$ 150.000 COP;$ 3.960.000*m²;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Gran Granada;198000000
2;2;1;52 m²;52 m²;4;Bueno;1 a 8 años;$ 160.000 COP;$ 5.961.538,46*m²;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Castilla;310000000
13;9;0;960 m²;960 m²;3;No definida;más de 30 años;No definida;$ 1.447.916,67*m²;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;Casa;San Cristóbal;1390000000
3;3;2;87 m²;87 m²;4;No definida;16 a 30 años;$ 500.000 COP;$ 4.942.528,74*m²;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Cedritos;430000000
2;1;0;42 m²;42 m²;3;No definida;No definida;$ 116.600 COP;$ 4.071.428,57*m²;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;El Porvenir;171000000
3;4;3;300 m²;300 m²;5;No definida;más de 30 años;$ 260.000 COP;$ 3.200.000*m²;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;Casa;Suba;960000000
4;2;0;90 m²;90 m²;2;Excelente;9 a 15 años;No definida;$ 2.666.666,67*m²;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;Apartamento;Castilla;240000000
2;2;1;99,7 m²;88,7 m²;4;No definida;1 a 8 años;$ 360.000 COP;$ 5.015.045,14*m²;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Galan;500000000
3;2;2;95 m²;95 m²;4;No definida;16 a 30 años;$ 546.000 COP;$ 5.000.000*m²;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Cedritos;475000000
3;3;1;85 m²;85 m²;3;No definida;1 a 8 años;$ 232.000 COP;$ 4.117.647,06*m²;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;Casa;Valladolid;350000000
5;4;3;230 m²;220 m²;5;No definida;9 a 15 años;$ 460.000 COP;$ 5.217.391,3*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Niza;1200000000
3;3;2;197 m²;197 m²;6;No definida;16 a 30 años;No definida;$ 5.685.279,19*m²;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;0;Apartamento;Bosque de Pinos;1120000000
3;2;2;100 m²;89 m²;4;No definida;9 a 15 años;No definida;$ 6.000.000*m²;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Pontevedra;600000000
3;2;0;220 m²;220 m²;3;Bueno;16 a 30 años;No definida;$ 613.636,36*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Circunvalar De Dosquebradas;135000000
2;2;0;46 m²;46 m²;2;Bueno;1 a 8 años;$ 86.100 COP;$ 3.086.956,52*m²;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Patio Bonito;142000000
4;4;3;256 m²;0 m²;6;Excelente;16 a 30 años;$ 850.000 COP;$ 5.820.312,5*m²;1;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;Apartamento;Bosque de Pinos;1490000000
2;2;0;82 m²;82 m²;4;No definida;más de 30 años;$ 70.000 COP;$ 5.365.853,66*m²;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;La Soledad;440000000
3;2;1;55 m²;55 m²;3;Bueno;16 a 30 años;$ 176.800 COP;$ 3.178.181,82*m²;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;Apartamento;Verbenal;174800000
3;3;1;121 m²;121 m²;4;No definida;9 a 15 años;$ 80.000 COP;$ 4.090.909,09*m²;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;La victoria norte;495000000
4;3;1;137 m²;137 m²;5;No definida;16 a 30 años;$ 550.000 COP;$ 4.963.503,65*m²;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa Bárbara;680000000
2;2;2;93 m²;93 m²;6;Bueno;más de 30 años;$ 953.000 COP;$ 8.064.516,13*m²;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;Apartamento;La Cabrera;750000000
5;5;2;382 m²;0 m²;6;No definida;16 a 30 años;$ 1.750.000 COP;$ 3.926.701,57*m²;0;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;Suba;1500000000
3;2;1;72 m²;72 m²;3;No definida;1 a 8 años;$ 234.900 COP;$ 5.277.777,78*m²;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;las americas;380000000
3;2;0;73 m²;0 m²;3;No definida;más de 30 años;No definida;$ 3.698.630,14*m²;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;Apartamento;Puente Aranda;270000000
1;2;1;41 m²;41 m²;4;No definida;1 a 8 años;$ 278.000 COP;$ 8.902.439,02*m²;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Centro Internacional;365000000
3;3;3;195 m²;178 m²;6;Bueno;16 a 30 años;$ 1.150.000 COP;$ 9.179.487,18*m²;1;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Chicó Reservado;1790000000
1;2;1;46 m²;46 m²;4;No definida;9 a 15 años;$ 271.000 COP;$ 7.173.913,04*m²;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Belmira;330000000
2;1;0;42 m²;42 m²;2;No definida;16 a 30 años;$ 69.000 COP;$ 3.333.333,33*m²;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;El tintal;140000000
3;3;0;141 m²;0 m²;5;No definida;No definida;No definida;$ 5.560.283,69*m²;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Colina Campestre;784000000
2;2;2;110 m²;0 m²;6;Excelente;1 a 8 años;$ 440.000 COP;$ 7.272.727,27*m²;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Chapinero;800000000
2;2;1;77 m²;0 m²;4;No definida;1 a 8 años;$ 371.000 COP;$ 8.441.558,44*m²;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Normandía;650000000
1;1;1;65 m²;65 m²;6;Bueno;1 a 8 años;$ 436.000 COP;$ 8.230.769,23*m²;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;1;Apartamento;Santa barbara;535000000
4;2;0;75 m²;75 m²;3;No definida;9 a 15 años;$ 250.000 COP;$ 3.066.666,67*m²;0;0;0;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;Casa;Andalucia;230000000
3;2;1;80 m²;80 m²;4;No definida;No definida;$ 165.000 COP;$ 8.125.000*m²;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;La Felicidad;650000000
4;2;0;33 m²;33 m²;2;No definida;16 a 30 años;$ 31.000 COP;$ 4.090.909,09*m²;0;0;1;1;1;1;0;0;0;0;0;1;0;1;1;0;1;0;Casa;El Recreo de los Frailes;135000000
2;2;1;82 m²;82 m²;6;Bueno;16 a 30 años;$ 435.000 COP;$ 7.317.073,17*m²;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;600000000
2;3;2;102 m²;102 m²;6;Bueno;9 a 15 años;$ 1.200.000 COP;$ 8.431.372,55*m²;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;1;Apartamento;Santa Paula;860000000
2;2;0;79 m²;0 m²;4;No definida;más de 30 años;No definida;$ 5.063.291,14*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Marly;400000000
2;3;2;149 m²;149 m²;6;Bueno;1 a 8 años;$ 1.600.000 COP;$ 11.208.053,69*m²;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Los Rosales;1670000000
3;2;1;115 m²;86 m²;4;Excelente;16 a 30 años;$ 300.000 COP;$ 4.869.565,22*m²;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Modelo;560000000
2;2;1;65 m²;65 m²;6;No definida;9 a 15 años;$ 505.000 COP;$ 7.076.923,08*m²;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;San Patricio;460000000
1;1;0;30 m²;30 m²;4;Bueno;menor a 1 año;No definida;$ 7.333.333,33*m²;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Mazurén;220000000
3;2;1;86 m²;86 m²;5;No definida;más de 30 años;$ 340.000 COP;$ 5.581.395,35*m²;1;0;1;1;1;1;0;0;0;1;1;1;0;1;0;1;0;1;Apartamento;Colina Campestre;480000000
1;2;0;69 m²;69 m²;4;Bueno;9 a 15 años;$ 397.000 COP;$ 5.507.246,38*m²;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Centro Internacional;380000000
3;4;3;230 m²;0 m²;5;No definida;más de 30 años;$ 616.000 COP;$ 4.260.869,57*m²;0;0;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;Casa;San José de Bavaria;980000000
3;4;3;178 m²;164 m²;6;No definida;9 a 15 años;No definida;$ 6.460.674,16*m²;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Torreladera Casa Blanca;1150000000
2;3;2;97 m²;97 m²;4;Bueno;más de 30 años;$ 586.000 COP;$ 4.463.917,53*m²;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;Apartamento;Cedro Golf;433000000
2;3;2;77 m²;68 m²;5;Bueno;9 a 15 años;$ 282.000 COP;$ 5.324.675,32*m²;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;Apartamento;El Batán;410000000
2;2;1;58 m²;58 m²;3;No definida;1 a 8 años;$ 350.000 COP;$ 4.741.379,31*m²;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;Apartamento;El vergel oriental;275000000
3;4;2;135 m²;0 m²;5;No definida;No definida;$ 600.000 COP;$ 5.037.037,04*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Santa helena;680000000
3;3;2;138 m²;138 m²;6;No definida;más de 30 años;$ 642.500 COP;$ 5.797.101,45*m²;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;Apartamento;cHICO;800000000
3;3;2;110 m²;110 m²;4;No definida;1 a 8 años;$ 400.000 COP;$ 5.909.090,91*m²;0;1;1;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Nueva Zelandia;650000000
2;1;0;40 m²;40 m²;3;No definida;menor a 1 año;$ 80.000 COP;$ 4.375.000*m²;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Madelena;175000000
2;2;0;30 m²;30 m²;3;No definida;16 a 30 años;$ 90.000 COP;$ 5.266.666,67*m²;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Suba;158000000
2;1;0;45 m²;45 m²;2;No definida;No definida;$ 50.000 COP;$ 2.666.666,67*m²;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;Bosa;120000000
2;2;1;57 m²;0 m²;6;Excelente;más de 30 años;No definida;$ 6.508.771,93*m²;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;Apartamento;Chico norte;371000000
3;3;2;252 m²;252 m²;6;No definida;más de 30 años;$ 1.390.000 COP;$ 7.023.809,52*m²;1;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;Apartamento;El Refugio;1770000000
3;2;1;77 m²;77 m²;4;No definida;9 a 15 años;$ 280.000 COP;$ 4.805.194,81*m²;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Cantalejo;370000000
6;4;1;176 m²;176 m²;4;No definida;más de 30 años;No definida;$ 2.840.909,09*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Villa Del Prado;500000000
3;2;1;78 m²;78 m²;3;No definida;1 a 8 años;$ 350.000 COP;$ 4.935.897,44*m²;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;Apartamento;Bosconia;385000000
1;3;1;92 m²;92 m²;6;Bueno;más de 30 años;$ 573.000 COP;$ 8.608.695,65*m²;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;792000000
5;3;1;174 m²;165 m²;3;Bueno;más de 30 años;No definida;$ 3.620.689,66*m²;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;Casa;San Marcos;630000000
3;3;2;156 m²;142 m²;5;No definida;9 a 15 años;$ 620.000 COP;$ 3.942.307,69*m²;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Colina Campestre;615000000
3;5;3;202 m²;189 m²;6;Bueno;1 a 8 años;No definida;$ 10.767.326,73*m²;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;La Cabrera;2175000000
2;2;1;57 m²;57 m²;3;Bueno;16 a 30 años;$ 175.000 COP;$ 5.175.438,6*m²;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Carlos Lleras;295000000
3;1;0;44 m²;44 m²;2;No definida;9 a 15 años;$ 95.500 COP;$ 3.181.818,18*m²;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;GRANJAS EL DORADO;140000000
3;3;2;94 m²;94 m²;5;No definida;1 a 8 años;No definida;$ 7.765.957,45*m²;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;SAN IGNACIO SANTA CECILIA;730000000
2;2;1;99,7 m²;88,7 m²;4;No definida;1 a 8 años;$ 360.000 COP;$ 5.015.045,14*m²;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Galan;500000000
1;2;2;70 m²;70 m²;6;Excelente;1 a 8 años;$ 500.000 COP;$ 10.285.714,29*m²;1;0;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Chicó;720000000
3;3;1;92 m²;0 m²;5;No definida;más de 30 años;$ 330.000 COP;$ 4.782.608,7*m²;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;1;Apartamento;El contador;440000000
2;2;1;74 m²;0 m²;3;No definida;1 a 8 años;$ 350.000 COP;$ 6.729.729,73*m²;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;Apartamento;Chapinero;498000000
1;2;2;65 m²;65 m²;6;No definida;9 a 15 años;$ 420.000 COP;$ 8.000.000*m²;1;1;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Chicó;520000000
3;3;2;124 m²;124 m²;6;No definida;1 a 8 años;$ 900.000 COP;$ 6.774.193,55*m²;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;Apartamento;Santa Paula;840000000
3;2;1;106 m²;106 m²;4;Bueno;1 a 8 años;No definida;$ 4.880.084,91*m²;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;Chapinero Central;517289000
3;3;3;193 m²;193 m²;6;Bueno;16 a 30 años;$ 980.000 COP;$ 8.238.341,97*m²;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;Apartamento;Santa Ana Oriental;1590000000
3;4;2;230 m²;213 m²;6;No definida;No definida;$ 1.400.000 COP;$ 7.173.913,04*m²;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Santa Ana Oriental;1650000000
3;5;3;160 m²;160 m²;6;Bueno;9 a 15 años;$ 1.385.000 COP;$ 8.125.000*m²;1;1;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;Apartamento;Santa Paula;1300000000
1;1;0;40 m²;32 m²;4;No definida;1 a 8 años;$ 230.000 COP;$ 6.100.000*m²;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Chapinero Central;244000000
7;8;3;430 m²;410 m²;4;Bueno;más de 30 años;No definida;$ 5.813.953,49*m²;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Casa;Quinta Camacho;2500000000
3;2;1;55 m²;55 m²;3;No definida;1 a 8 años;$ 160.000 COP;$ 4.363.636,36*m²;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Valladolid;240000000
3;3;2;89 m²;0 m²;5;No definida;No definida;$ 348.000 COP;$ 4.022.471,91*m²;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Colina Campestre;358000000
3;2;2;112 m²;0 m²;4;No definida;más de 30 años;$ 170.000 COP;$ 4.196.428,57*m²;0;1;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;Casa;Villa Del Prado;470000000
3;2;1;109 m²;103 m²;5;No definida;más de 30 años;$ 420.000 COP;$ 4.036.697,25*m²;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Nicolas de Federman;440000000
2;2;0;67 m²;0 m²;4;No definida;No definida;$ 405.000.000 COP;$ 4.571.343,28*m²;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;Apartamento;Santa Helena;306280000
2;1;0;39 m²;39 m²;3;Bueno;1 a 8 años;No definida;$ 4.871.794,87*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Castilla;190000000
3;2;1;71 m²;70 m²;4;Bueno;más de 30 años;$ 240.000 COP;$ 5.563.380,28*m²;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Ciudad salitre;395000000
3;3;4;119 m²;119 m²;5;No definida;1 a 8 años;$ 720.000 COP;$ 6.302.521,01*m²;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;Apartamento;La Calleja;750000000
2;3;1;75 m²;0 m²;6;Bueno;No definida;No definida;$ 5.466.666,67*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Santa Barbara Usaquén;410000000
4;3;2;157 m²;157 m²;5;No definida;16 a 30 años;$ 675.000 COP;$ 4.140.127,39*m²;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Casa;El Contador;650000000
4;1;0;58 m²;58 m²;3;Bueno;16 a 30 años;No definida;$ 2.672.413,79*m²;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Nueva Castilla;155000000
1;1;1;43 m²;43 m²;4;Bueno;menor a 1 año;No definida;$ 9.041.860,47*m²;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;San Luis;388800000
3;2;2;131 m²;131 m²;6;No definida;16 a 30 años;$ 636.000 COP;$ 6.832.061,07*m²;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;El Virrey;895000000
3;4;4;298 m²;879 m²;6;No definida;más de 30 años;No definida;$ 16.778.523,49*m²;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;Casa;Santa Ana;5000000000
3;2;1;77 m²;77 m²;4;No definida;9 a 15 años;$ 482.400 COP;$ 5.584.415,58*m²;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Lisboa;430000000
2;2;0;59 m²;59 m²;3;No definida;16 a 30 años;$ 112.500 COP;$ 3.644.067,8*m²;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Suba;215000000
2;2;1;95 m²;95 m²;4;Bueno;1 a 8 años;No definida;$ 4.870.757,89*m²;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;Apartamento;Chapinero Central;462722000
1;2;1;67 m²;67 m²;5;Bueno;1 a 8 años;$ 439.000 COP;$ 8.059.701,49*m²;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;Apartamento;El Virrey;540000000
6;3;0;152 m²;228 m²;2;No definida;9 a 15 años;No definida;$ 2.302.631,58*m²;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;Casa;Salazar usme;350000000
3;2;2;77 m²;0 m²;4;Excelente;1 a 8 años;$ 270.000 COP;$ 6.753.246,75*m²;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Mazurén;520000000
3;3;2;134 m²;0 m²;5;No definida;16 a 30 años;$ 814.000 COP;$ 5.298.507,46*m²;0;0;0;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;Apartamento;La acanada;710000000
4;4;2;240 m²;240 m²;4;No definida;más de 30 años;No definida;$ 4.083.333,33*m²;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;Casa;Modelia;980000000
